"","Site","Date","Start","Longitude","Latitude","Elevation","Location","Formation","Fire","Species","Count","Distance","Bearing","Time","Position","Notes","Site.Notes","Treatment","species_richness"
"690","GI-US-01","4/12/2020","6:19",152.260034,-28.924348,674.786,"Girard State Forest","Dry Sclerophyll","Unburnt","Grey Shrike-thrush",1,60,"NW","","","","","Dry SclerophyllUnburnt",13
"691","GI-US-01","4/12/2020","6:19",152.260034,-28.924348,674.786,"Girard State Forest","Dry Sclerophyll","Unburnt","Mistletoebird",1,40,"NW","","","","","Dry SclerophyllUnburnt",13
"692","GI-US-01","4/12/2020","6:19",152.260034,-28.924348,674.786,"Girard State Forest","Dry Sclerophyll","Unburnt","Noisy Friarbird",1,50,"N","","Canopy","","","Dry SclerophyllUnburnt",13
"693","GI-US-01","4/12/2020","6:19",152.260034,-28.924348,674.786,"Girard State Forest","Dry Sclerophyll","Unburnt","Olive-backed Oriole",1,60,"NW","","","","","Dry SclerophyllUnburnt",13
"694","GI-US-01","4/12/2020","6:19",152.260034,-28.924348,674.786,"Girard State Forest","Dry Sclerophyll","Unburnt","Pied Currawong",1,100,"NE","","","","","Dry SclerophyllUnburnt",13
"695","GI-US-01","4/12/2020","6:19",152.260034,-28.924348,674.786,"Girard State Forest","Dry Sclerophyll","Unburnt","Restless Flycatcher",1,100,"NW","6:25","","","","Dry SclerophyllUnburnt",13
"696","GI-US-01","4/12/2020","6:19",152.260034,-28.924348,674.786,"Girard State Forest","Dry Sclerophyll","Unburnt","Spangled Drongo",1,60,"NW","","","","","Dry SclerophyllUnburnt",13
"697","GI-US-01","4/12/2020","6:19",152.260034,-28.924348,674.786,"Girard State Forest","Dry Sclerophyll","Unburnt","Spotted Pardalote",1,70,"E","","","","","Dry SclerophyllUnburnt",13
"698","GI-US-01","4/12/2020","6:19",152.260034,-28.924348,674.786,"Girard State Forest","Dry Sclerophyll","Unburnt","White-naped Honeyeater",4,40,"NE","","Canopy","","","Dry SclerophyllUnburnt",13
"699","GI-US-01","4/12/2020","6:19",152.260034,-28.924348,674.786,"Girard State Forest","Dry Sclerophyll","Unburnt","White-throated Treecreeper",1,60,"E","","","","","Dry SclerophyllUnburnt",13
"700","GI-US-01","4/12/2020","6:19",152.260034,-28.924348,674.786,"Girard State Forest","Dry Sclerophyll","Unburnt","Yellow-faced Honeyeater",1,70,"NE","","","","","Dry SclerophyllUnburnt",13
"701","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","Brown Cuckoo-Dove",1,100,"W","","","","","Dry SclerophyllUnburnt",8
"702","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","Brown Cuckoo-Dove",1,80,"S","","","","","Dry SclerophyllUnburnt",8
"703","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","Golden Whistler",1,70,"E","","","","","Dry SclerophyllUnburnt",8
"704","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","Grey Shrike-thrush",1,20,"E","","Canopy","","","Dry SclerophyllUnburnt",8
"705","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","Grey Shrike-thrush",2,50,"N","","","","","Dry SclerophyllUnburnt",8
"706","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","Noisy Friarbird",2,50,"NW","","","","","Dry SclerophyllUnburnt",8
"707","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","Rufous Whistler",1,20,"E","","Canopy","","","Dry SclerophyllUnburnt",8
"708","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","Rufous Whistler",1,70,"SW","","","","","Dry SclerophyllUnburnt",8
"709","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","Sacred Kingfisher",1,60,"N","7:40","","","","Dry SclerophyllUnburnt",8
"710","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","Sacred Kingfisher",1,60,"NW","","","","","Dry SclerophyllUnburnt",8
"711","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","White-naped Honeyeater",1,20,"S","","Canopy","","","Dry SclerophyllUnburnt",8
"712","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","White-naped Honeyeater",2,20,"SE","7:35","","","","Dry SclerophyllUnburnt",8
"713","GI-US-02","4/12/2020","7:31",152.264911,-28.920657,691.665,"Girard State Forest","Dry Sclerophyll","Unburnt","Yellow-tufted Honeyeater",1,10,"S","","Canopy","","","Dry SclerophyllUnburnt",8
"714","GI-US-03","4/12/2020","7:53",152.262956,-28.916098,663.835,"Girard State Forest","Dry Sclerophyll","Unburnt","Black-faced Cuckoo-shrike",3,40,"SW","","","","","Dry SclerophyllUnburnt",8
"715","GI-US-03","4/12/2020","7:53",152.262956,-28.916098,663.835,"Girard State Forest","Dry Sclerophyll","Unburnt","Cicadabird",1,100,"W","","","","","Dry SclerophyllUnburnt",8
"716","GI-US-03","4/12/2020","7:53",152.262956,-28.916098,663.835,"Girard State Forest","Dry Sclerophyll","Unburnt","Dusky Woodswallow",2,30,"S","","","","","Dry SclerophyllUnburnt",8
"717","GI-US-03","4/12/2020","7:53",152.262956,-28.916098,663.835,"Girard State Forest","Dry Sclerophyll","Unburnt","Grey Shrike-thrush",1,40,"E","","","","","Dry SclerophyllUnburnt",8
"718","GI-US-03","4/12/2020","7:53",152.262956,-28.916098,663.835,"Girard State Forest","Dry Sclerophyll","Unburnt","Australian King-Parrot",2,20,"N","","Midstorey","","","Dry SclerophyllUnburnt",8
"719","GI-US-03","4/12/2020","7:53",152.262956,-28.916098,663.835,"Girard State Forest","Dry Sclerophyll","Unburnt","Pied Currawong",1,100,"W","","","","","Dry SclerophyllUnburnt",8
"720","GI-US-03","4/12/2020","7:53",152.262956,-28.916098,663.835,"Girard State Forest","Dry Sclerophyll","Unburnt","Sacred Kingfisher",1,70,"NW","","","","","Dry SclerophyllUnburnt",8
"721","GI-US-03","4/12/2020","7:53",152.262956,-28.916098,663.835,"Girard State Forest","Dry Sclerophyll","Unburnt","Yellow-tufted Honeyeater",2,30,"E","","","","","Dry SclerophyllUnburnt",8
"722","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Brush Cuckoo",1,50,"E","","","Calling on the way out","","Dry SclerophyllUnburnt",13
"723","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Cicadabird",1,70,"W","","","","","Dry SclerophyllUnburnt",13
"724","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Cicadabird",1,70,"N","","","","","Dry SclerophyllUnburnt",13
"725","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Grey Shrike-thrush",1,40,"SW","","","","","Dry SclerophyllUnburnt",13
"726","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Grey Shrike-thrush",1,30,"S","","Midstorey","","","Dry SclerophyllUnburnt",13
"727","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Little Lorikeet",3,50,"E","","Flyover","","","Dry SclerophyllUnburnt",13
"728","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Noisy Friarbird",1,60,"S","","","","","Dry SclerophyllUnburnt",13
"729","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Pied Currawong",2,60,"SW","","","","","Dry SclerophyllUnburnt",13
"730","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Rufous Whistler",1,40,"SW","","","","","Dry SclerophyllUnburnt",13
"731","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Sacred Kingfisher",1,60,"NW","","","","","Dry SclerophyllUnburnt",13
"732","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Sacred Kingfisher",1,80,"S","","","","","Dry SclerophyllUnburnt",13
"733","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Spotted Pardalote",2,90,"S","","","","","Dry SclerophyllUnburnt",13
"734","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","White-naped Honeyeater",3,30,"W","","Midstorey","","","Dry SclerophyllUnburnt",13
"735","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","White-throated Treecreeper",1,20,"SW","","","","","Dry SclerophyllUnburnt",13
"736","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","White-throated Treecreeper",1,60,"NW","6:24","","","","Dry SclerophyllUnburnt",13
"737","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","White-throated Treecreeper",1,100,"E","6:27","","","","Dry SclerophyllUnburnt",13
"738","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Yellow-faced Honeyeater",1,50,"NW","","","","","Dry SclerophyllUnburnt",13
"739","GI-US-04","5/12/2020","6:21",152.263798,-28.912809,676.564,"Girard State Forest","Dry Sclerophyll","Unburnt","Yellow-tufted Honeyeater",1,10,"E","","Canopy","","","Dry SclerophyllUnburnt",13
"740","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Australian Magpie",1,90,"N","","","","light wind","Dry SclerophyllUnburnt",11
"741","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Australian Magpie",1,70,"W","","","","light wind","Dry SclerophyllUnburnt",11
"742","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Eastern Yellow Robin",1,60,"W","","","","light wind","Dry SclerophyllUnburnt",11
"743","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Golden Whistler",1,80,"W","","","","light wind","Dry SclerophyllUnburnt",11
"744","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Grey Shrike-thrush",1,100,"N","","","","light wind","Dry SclerophyllUnburnt",11
"745","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Grey Shrike-thrush",1,80,"W","","","","light wind","Dry SclerophyllUnburnt",11
"746","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Little Lorikeet",1,10,"SW","","Flyover","","light wind","Dry SclerophyllUnburnt",11
"747","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Noisy Friarbird",1,80,"N","","","","light wind","Dry SclerophyllUnburnt",11
"748","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Sacred Kingfisher",1,50,"N","","","","light wind","Dry SclerophyllUnburnt",11
"749","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Sacred Kingfisher",1,50,"NE","6:22","","","light wind","Dry SclerophyllUnburnt",11
"750","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Spotted Pardalote",1,100,"NW","","","","light wind","Dry SclerophyllUnburnt",11
"751","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","White-naped Honeyeater",1,20,"SW","6:19","Canopy","","light wind","Dry SclerophyllUnburnt",11
"752","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","White-throated Treecreeper",1,90,"SW","6:17","","","light wind","Dry SclerophyllUnburnt",11
"753","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","White-throated Treecreeper",1,80,"NW","","","","light wind","Dry SclerophyllUnburnt",11
"754","GI-US-05","6/12/2020","6:15",152.263953,-28.910469,650.985,"Girard State Forest","Dry Sclerophyll","Unburnt","Yellow-tufted Honeyeater",1,60,"SW","","","","light wind","Dry SclerophyllUnburnt",11
"755","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Australian Magpie",1,80,"E","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"756","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Eastern Rosella",1,50,"N","5:53","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"757","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Grey Butcherbird",2,80,"NE","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"758","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Grey Shrike-thrush",1,80,"E","5:48","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"759","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Laughing Kookaburra",1,50,"E","","Canopy","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"760","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Laughing Kookaburra",1,60,"SW","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"761","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Noisy Friarbird",1,20,"SW","","Canopy","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"762","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Noisy Friarbird",1,70,"SW","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"763","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Noisy Miner",2,70,"W","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"764","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Olive-backed Oriole",1,100,"SW","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"765","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Olive-backed Oriole",1,80,"S","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"766","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Olive-backed Oriole",1,70,"SE","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"767","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Peaceful Dove",1,80,"E","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"768","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Red-browed Finch",2,40,"SE","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"769","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Rufous Whistler",1,50,"S","5:46","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"770","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Rufous Whistler",1,70,"SE","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"771","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Torresian Crow",1,100,"N","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"772","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Variegated Fairy-wren",4,30,"SE","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"773","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","Variegated Fairy-wren",2,40,"E","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"774","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","White-naped Honeyeater",1,50,"S","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"775","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","White-naped Honeyeater",1,60,"SE","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"776","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","White-throated Gerygone",1,60,"SE","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"777","GL-BS-01","29/12/2020","5:46",152.259171,-28.823049,636.847,"Gilgury 1","Dry Sclerophyll","Burnt","White-throated Treecreeper",1,50,"S","","","","Flowering trees at SE & E, had been grazed","Dry SclerophyllBurnt",16
"778","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Australian Magpie",1,100,"NE","","","","","Dry SclerophyllBurnt",16
"779","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Black-faced Cuckoo-shrike",1,40,"W","6:31","Canopy","","","Dry SclerophyllBurnt",16
"780","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Eastern Whipbird",1,60,"S","","","","","Dry SclerophyllBurnt",16
"781","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Fan-tailed Cuckoo",1,70,"S","","","","","Dry SclerophyllBurnt",16
"782","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Golden Whistler",1,40,"SE","6:28","","","","Dry SclerophyllBurnt",16
"783","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Grey Fantail",1,30,"SE","","Canopy","","","Dry SclerophyllBurnt",16
"784","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Grey Shrike-thrush",1,80,"N","","","","","Dry SclerophyllBurnt",16
"785","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Laughing Kookaburra",1,100,"S","","","","","Dry SclerophyllBurnt",16
"786","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Noisy Friarbird",1,100,"N","6:24","","","","Dry SclerophyllBurnt",16
"787","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Noisy Friarbird",1,70,"S","","","","","Dry SclerophyllBurnt",16
"788","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Restless Flycatcher",1,80,"SE","","","","","Dry SclerophyllBurnt",16
"789","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Restless Flycatcher",1,50,"NW","","","","","Dry SclerophyllBurnt",16
"790","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Restless Flycatcher",1,20,"E","","","","","Dry SclerophyllBurnt",16
"791","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Rufous Whistler",1,50,"NW","","","","","Dry SclerophyllBurnt",16
"792","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Rufous Whistler",1,40,"E","","","","","Dry SclerophyllBurnt",16
"793","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Rufous Whistler",1,50,"S","","","","","Dry SclerophyllBurnt",16
"794","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Satin Bowerbird",2,20,"E","6:26","Flyover","","","Dry SclerophyllBurnt",16
"795","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Spotted Pardalote",1,80,"E","","","","","Dry SclerophyllBurnt",16
"796","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Varied Sittella",4,20,"SE","","Canopy","","","Dry SclerophyllBurnt",16
"797","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","White-throated Gerygone",1,70,"NE","","","","","Dry SclerophyllBurnt",16
"798","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","White-throated Gerygone",1,10,"E","","Canopy","","","Dry SclerophyllBurnt",16
"799","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","White-throated Gerygone",1,60,"SW","","","","","Dry SclerophyllBurnt",16
"800","GL-BS-02","29/12/2020","6:24",152.260362,-28.826109,623.084,"Gilgury 1","Dry Sclerophyll","Burnt","Yellow-faced Honeyeater",1,100,"NE","","","","","Dry SclerophyllBurnt",16
"801","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Painted Button-quail",1,10,"N","","Ground","Flushed on way in","Late Survey","Dry SclerophyllBurnt",16
"802","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Cicadabird",1,100,"N","11:15","","","Late Survey","Dry SclerophyllBurnt",16
"803","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Eastern Spinebill",1,60,"SE","11:09","","","Late Survey","Dry SclerophyllBurnt",16
"804","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Eastern Yellow Robin",1,50,"SE","","","","Late Survey","Dry SclerophyllBurnt",16
"805","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Golden Whistler",1,60,"S","","","","Late Survey","Dry SclerophyllBurnt",16
"806","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Golden Whistler",1,80,"SE","","","","Late Survey","Dry SclerophyllBurnt",16
"807","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Grey Fantail",2,30,"W","","Midstorey","","Late Survey","Dry SclerophyllBurnt",16
"808","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Grey Shrike-thrush",1,100,"N","","","","Late Survey","Dry SclerophyllBurnt",16
"809","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Mistletoebird",1,50,"E","11:07","","","Late Survey","Dry SclerophyllBurnt",16
"810","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Noisy Friarbird",1,70,"S","","","","Late Survey","Dry SclerophyllBurnt",16
"811","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Noisy Friarbird",1,20,"NW","","Canopy","","Late Survey","Dry SclerophyllBurnt",16
"812","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Olive-backed Oriole",1,100,"N","","","","Late Survey","Dry SclerophyllBurnt",16
"813","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Olive-backed Oriole",1,100,"S","","","","Late Survey","Dry SclerophyllBurnt",16
"814","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Restless Flycatcher",2,50,"S","11:06","","","Late Survey","Dry SclerophyllBurnt",16
"815","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Rufous Whistler",1,50,"W","","","","Late Survey","Dry SclerophyllBurnt",16
"816","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Rufous Whistler",1,50,"SW","","","","Late Survey","Dry SclerophyllBurnt",16
"817","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Rufous Whistler",1,60,"N","","","","Late Survey","Dry SclerophyllBurnt",16
"818","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","Superb Fairy-wren",4,40,"S","","Understorey","","Late Survey","Dry SclerophyllBurnt",16
"819","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","White-browed Scrubwren",1,20,"E","","","","Late Survey","Dry SclerophyllBurnt",16
"820","GL-BS-03","30/12/2020","11:06",152.291746,-28.878396,578.778,"Gilgury 2","Dry Sclerophyll","Burnt","White-throated Treecreeper",1,40,"SE","","","","Late Survey","Dry SclerophyllBurnt",16
